s,L,o_s,o_r,g,G
71457,1.470980000000000e-04,4.376366666666661e-05,4.332644444444435e-05,1.300337103673227e-04,1.218696520684701e-10
71489,1.470980000000000e-04,4.370111111111103e-05,4.332822222222226e-05,1.300337103673227e-04,1.218696520684701e-10
71521,1.470980000000000e-04,4.381922222222224e-05,4.318322222222220e-05,1.300337103673227e-04,1.218696520684701e-10
71553,1.470980000000000e-04,4.347833333333333e-05,4.320277777777780e-05,1.300337103673227e-04,1.218696520684701e-10
71585,1.470980000000000e-04,4.390966666666679e-05,4.321000000000007e-05,1.300337103673227e-04,1.218696520684701e-10
71617,1.470980000000000e-04,4.351177777777782e-05,4.349866666666676e-05,1.300337103673227e-04,1.218696520684701e-10
71649,1.470980000000000e-04,4.374288888888908e-05,4.309655555555562e-05,1.300337103673227e-04,1.218696520684701e-10
71681,1.470980000000000e-04,4.424355555555562e-05,4.319722222222227e-05,1.300337103673227e-04,1.218696520684701e-10
71713,1.470980000000000e-04,4.348900000000015e-05,4.320911111111113e-05,1.300337103673227e-04,1.218696520684701e-10
71745,1.470980000000000e-04,4.361733333333343e-05,4.372255555555562e-05,1.300337103673227e-04,1.218696520684701e-10
71777,1.470980000000000e-04,4.428022222222223e-05,4.323388888888892e-05,1.300337103673227e-04,1.218696520684701e-10
71809,1.470980000000000e-04,4.431366666666659e-05,4.326755555555550e-05,1.300337103673227e-04,1.218696520684701e-10
71841,1.470980000000000e-04,4.401566666666662e-05,4.343255555555563e-05,1.300337103673227e-04,1.218696520684701e-10
71873,1.470980000000000e-04,4.423422222222227e-05,4.340511111111110e-05,1.300337103673227e-04,1.218696520684701e-10
71905,1.470980000000000e-04,4.357611111111109e-05,4.364322222222209e-05,1.300337103673227e-04,1.218696520684701e-10
71937,1.470980000000000e-04,4.394244444444448e-05,4.321722222222223e-05,1.300337103673227e-04,1.218696520684701e-10
71969,1.470980000000000e-04,4.331299999999990e-05,4.307722222222220e-05,1.300337103673227e-04,1.218696520684701e-10
72001,1.470980000000000e-04,4.345111111111102e-05,4.325488888888897e-05,1.300337103673227e-04,1.218696520684701e-10
72033,1.470980000000000e-04,4.356866666666652e-05,4.354222222222211e-05,1.300337103673227e-04,1.218696520684701e-10
72065,1.470980000000000e-04,4.347233333333331e-05,4.329088888888896e-05,1.300337103673227e-04,1.218696520684701e-10
72097,1.470980000000000e-04,4.323333333333326e-05,4.295288888888887e-05,1.300337103673227e-04,1.218696520684701e-10
72129,1.470980000000000e-04,4.421200000000004e-05,4.295088888888879e-05,1.300337103673227e-04,1.218696520684701e-10
72161,1.470980000000000e-04,4.352522222222214e-05,4.308255555555554e-05,1.300337103673227e-04,1.218696520684701e-10
72193,1.470980000000000e-04,4.327533333333336e-05,4.349677777777770e-05,1.300337103673227e-04,1.218696520684701e-10
72225,1.470980000000000e-04,4.384700000000012e-05,4.338655555555561e-05,1.300337103673227e-04,1.218696520684701e-10
72257,1.470980000000000e-04,4.375044444444447e-05,4.334844444444438e-05,1.300337103673227e-04,1.218696520684701e-10
72289,1.470980000000000e-04,4.498544444444440e-05,4.290155555555562e-05,1.300337103673227e-04,1.218696520684701e-10
72321,1.470980000000000e-04,4.347655555555550e-05,4.333866666666665e-05,1.300337103673227e-04,1.218696520684701e-10
72353,1.470980000000000e-04,4.358400000000002e-05,4.320000000000004e-05,1.300337103673227e-04,1.218696520684701e-10
72385,1.470980000000000e-04,4.388644444444450e-05,4.382644444444452e-05,1.300337103673227e-04,1.218696520684701e-10
72417,1.470980000000000e-04,4.393322222222222e-05,4.361922222222223e-05,1.300337103673227e-04,1.218696520684701e-10
72449,1.470980000000000e-04,4.370677777777778e-05,4.345666666666665e-05,1.300337103673227e-04,1.218696520684701e-10
72481,1.470980000000000e-04,4.316677777777781e-05,4.304866666666666e-05,1.300337103673227e-04,1.218696520684701e-10
72513,1.470980000000000e-04,4.410255555555552e-05,4.313800000000009e-05,1.300337103673227e-04,1.218696520684701e-10
72545,1.470980000000000e-04,4.326933333333334e-05,4.349411111111122e-05,1.300337103673227e-04,1.218696520684701e-10
72577,1.470980000000000e-04,4.344733333333346e-05,4.340166666666669e-05,1.300337103673227e-04,1.218696520684701e-10
72609,1.470980000000000e-04,4.371166666666649e-05,4.311133333333325e-05,1.300337103673227e-04,1.218696520684701e-10
72641,1.470980000000000e-04,4.376233333333341e-05,4.304388888888882e-05,1.300337103673227e-04,1.218696520684701e-10
72673,1.470980000000000e-04,4.367933333333329e-05,4.309977777777785e-05,1.300337103673227e-04,1.218696520684701e-10
72705,1.470980000000000e-04,4.337622222222229e-05,4.344555555555560e-05,1.300337103673227e-04,1.218696520684701e-10
72737,1.470980000000000e-04,4.410866666666675e-05,4.369488888888891e-05,1.300337103673227e-04,1.218696520684701e-10
72769,1.470980000000000e-04,4.452722222222230e-05,4.330955555555561e-05,1.300337103673227e-04,1.218696520684701e-10
72801,1.470980000000000e-04,4.433011111111098e-05,4.305277777777785e-05,1.300337103673227e-04,1.218696520684701e-10
72833,1.470980000000000e-04,4.427777777777788e-05,4.339922222222225e-05,1.300337103673227e-04,1.218696520684701e-10
72865,1.470980000000000e-04,4.345100000000007e-05,4.361399999999991e-05,1.300337103673227e-04,1.218696520684701e-10
72897,1.470980000000000e-04,4.331477777777786e-05,4.389411111111113e-05,1.300337103673227e-04,1.218696520684701e-10
72929,1.470980000000000e-04,4.371722222222229e-05,4.337066666666672e-05,1.300337103673227e-04,1.218696520684701e-10
72961,1.470980000000000e-04,4.375500000000006e-05,4.306266666666673e-05,1.300337103673227e-04,1.218696520684701e-10
72993,1.470980000000000e-04,4.376433333333341e-05,4.308155555555556e-05,1.300337103673227e-04,1.218696520684701e-10
73025,1.470980000000000e-04,4.368599999999997e-05,4.311666666666671e-05,1.300337103673227e-04,1.218696520684701e-10
73057,1.470980000000000e-04,4.366055555555550e-05,4.336233333333331e-05,1.300337103673227e-04,1.218696520684701e-10
73089,1.470980000000000e-04,4.346299999999996e-05,4.355611111111115e-05,1.300337103673227e-04,1.218696520684701e-10
73121,1.470980000000000e-04,4.381255555555542e-05,4.309944444444441e-05,1.300337103673227e-04,1.218696520684701e-10
73153,1.470980000000000e-04,4.378699999999999e-05,4.320355555555560e-05,1.300337103673227e-04,1.218696520684701e-10
73185,1.470980000000000e-04,4.360711111111109e-05,4.336000000000003e-05,1.300337103673227e-04,1.218696520684701e-10
73217,1.470980000000000e-04,4.388066666666680e-05,4.350866666666679e-05,1.300337103673227e-04,1.218696520684701e-10
73249,1.470980000000000e-04,4.481288888888885e-05,4.297477777777775e-05,1.300337103673227e-04,1.218696520684701e-10
73281,1.470980000000000e-04,4.362533333333345e-05,4.361255555555557e-05,1.300337103673227e-04,1.218696520684701e-10
73313,1.470980000000000e-04,4.322099999999997e-05,4.354511111111126e-05,1.300337103673227e-04,1.218696520684701e-10
73345,1.470980000000000e-04,4.301388888888877e-05,4.391099999999999e-05,1.300337103673227e-04,1.218696520684701e-10
73377,1.470980000000000e-04,4.365011111111112e-05,4.351511111111115e-05,1.300337103673227e-04,1.218696520684701e-10
73409,1.470980000000000e-04,4.300755555555549e-05,4.321211111111118e-05,1.300337103673227e-04,1.218696520684701e-10
73441,1.470980000000000e-04,4.363699999999993e-05,4.331233333333325e-05,1.300337103673227e-04,1.218696520684701e-10
73473,1.470980000000000e-04,4.381300000000005e-05,4.294288888888883e-05,1.300337103673227e-04,1.218696520684701e-10
73505,1.470980000000000e-04,4.355922222222221e-05,4.324433333333343e-05,1.300337103673227e-04,1.218696520684701e-10
73537,1.470980000000000e-04,4.387611111111107e-05,4.307911111111112e-05,1.300337103673227e-04,1.218696520684701e-10
73569,1.470980000000000e-04,4.341866666666673e-05,4.339066666666667e-05,1.300337103673227e-04,1.218696520684701e-10
73601,1.470980000000000e-04,4.377166666666676e-05,4.322611111111114e-05,1.300337103673227e-04,1.218696520684701e-10
73633,1.470980000000000e-04,4.382766666666661e-05,4.317433333333317e-05,1.300337103673227e-04,1.218696520684701e-10
73665,1.470980000000000e-04,4.385644444444443e-05,4.311588888888880e-05,1.300337103673227e-04,1.218696520684701e-10
73697,1.470980000000000e-04,4.435144444444436e-05,4.312333333333337e-05,1.300337103673227e-04,1.218696520684701e-10
73729,1.470980000000000e-04,4.383377777777785e-05,4.328311111111118e-05,1.300337103673227e-04,1.218696520684701e-10
73761,1.470980000000000e-04,4.370188888888892e-05,4.336488888888889e-05,1.300337103673227e-04,1.218696520684701e-10
73793,1.470980000000000e-04,4.421655555555563e-05,4.310411111111122e-05,1.300337103673227e-04,1.218696520684701e-10
73825,1.470980000000000e-04,4.395699999999996e-05,4.337533333333341e-05,1.300337103673227e-04,1.218696520684701e-10
73857,1.470980000000000e-04,4.385444444444443e-05,4.334777777777773e-05,1.300337103673227e-04,1.218696520684701e-10
73889,1.470980000000000e-04,4.396188888888895e-05,4.324433333333343e-05,1.300337103673227e-04,1.218696520684701e-10
73921,1.470980000000000e-04,4.339211111111123e-05,4.325333333333349e-05,1.300337103673227e-04,1.218696520684701e-10
73953,1.470980000000000e-04,4.434299999999999e-05,4.348833333333327e-05,1.300337103673227e-04,1.218696520684701e-10
73985,1.470980000000000e-04,4.415977777777775e-05,4.344888888888887e-05,1.300337103673227e-04,1.218696520684701e-10
74017,1.470980000000000e-04,4.363800000000000e-05,4.334166666666659e-05,1.300337103673227e-04,1.218696520684701e-10
74049,1.470980000000000e-04,4.368133333333343e-05,4.302544444444447e-05,1.300337103673227e-04,1.218696520684701e-10
74081,1.470980000000000e-04,4.385011111111115e-05,4.308455555555550e-05,1.300337103673227e-04,1.218696520684701e-10
74113,1.470980000000000e-04,4.380422222222214e-05,4.320088888888887e-05,1.300337103673227e-04,1.218696520684701e-10
74145,1.470980000000000e-04,4.396922222222216e-05,4.345966666666671e-05,1.300337103673227e-04,1.218696520684701e-10
74177,1.470980000000000e-04,4.403977777777776e-05,4.305666666666662e-05,1.300337103673227e-04,1.218696520684701e-10
74209,1.470980000000000e-04,4.383611111111112e-05,4.350700000000004e-05,1.300337103673227e-04,1.218696520684701e-10
74241,1.470980000000000e-04,4.352855555555548e-05,4.326955555555558e-05,1.300337103673227e-04,1.218696520684701e-10
74273,1.470980000000000e-04,4.339477777777790e-05,4.350300000000001e-05,1.300337103673227e-04,1.218696520684701e-10
74305,1.470980000000000e-04,4.415988888888884e-05,4.356088888888899e-05,1.300337103673227e-04,1.218696520684701e-10
74337,1.470980000000000e-04,4.371966666666665e-05,4.355111111111101e-05,1.300337103673227e-04,1.218696520684701e-10
74369,1.470980000000000e-04,4.390766666666652e-05,4.343255555555551e-05,1.300337103673227e-04,1.218696520684701e-10
74401,1.470980000000000e-04,4.302288888888899e-05,4.366011111111108e-05,1.300337103673227e-04,1.218696520684701e-10
74433,1.470980000000000e-04,4.367533333333342e-05,4.374166666666674e-05,1.300337103673227e-04,1.218696520684701e-10
74465,1.470980000000000e-04,4.390433333333331e-05,4.333700000000001e-05,1.300337103673227e-04,1.218696520684701e-10
74497,1.470980000000000e-04,4.278044444444451e-05,4.321100000000005e-05,1.300337103673227e-04,1.218696520684701e-10
74529,1.470980000000000e-04,4.289188888888877e-05,4.351388888888887e-05,1.300337103673227e-04,1.218696520684701e-10
74561,1.470980000000000e-04,4.402711111111107e-05,4.311844444444438e-05,1.300337103673227e-04,1.218696520684701e-10
74593,1.470980000000000e-04,4.389788888888881e-05,4.320300000000010e-05,1.300337103673227e-04,1.218696520684701e-10
74625,1.470980000000000e-04,4.400033333333325e-05,4.303277777777777e-05,1.300337103673227e-04,1.218696520684701e-10
74657,1.470980000000000e-04,4.380599999999997e-05,4.303944444444455e-05,1.300337103673227e-04,1.218696520684701e-10
74689,1.470980000000000e-04,4.381199999999998e-05,4.310344444444444e-05,1.300337103673227e-04,1.218696520684701e-10
74721,1.470980000000000e-04,4.417144444444438e-05,4.304733333333323e-05,1.300337103673227e-04,1.218696520684701e-10
74753,1.470980000000000e-04,4.402411111111113e-05,4.350066666666660e-05,1.300337103673227e-04,1.218696520684701e-10
74785,1.470980000000000e-04,4.408455555555548e-05,4.314866666666655e-05,1.300337103673227e-04,1.218696520684701e-10
74817,1.470980000000000e-04,4.387633333333325e-05,4.335199999999995e-05,1.300337103673227e-04,1.218696520684701e-10
74849,1.470980000000000e-04,4.390255555555562e-05,4.380488888888884e-05,1.300337103673227e-04,1.218696520684701e-10
74881,1.470980000000000e-04,4.365533333333324e-05,4.396811111111106e-05,1.300337103673227e-04,1.218696520684701e-10
74913,1.470980000000000e-04,4.400611111111122e-05,4.339800000000010e-05,1.300337103673227e-04,1.218696520684701e-10
74945,1.470980000000000e-04,4.371533333333337e-05,4.338911111111119e-05,1.300337103673227e-04,1.218696520684701e-10
74977,1.470980000000000e-04,4.352155555555553e-05,4.324255555555565e-05,1.300337103673227e-04,1.218696520684701e-10
75009,1.470980000000000e-04,4.382655555555545e-05,4.328844444444452e-05,1.300337103673227e-04,1.218696520684701e-10
75041,1.470980000000000e-04,4.366966666666681e-05,4.305655555555559e-05,1.300337103673227e-04,1.218696520684701e-10
75073,1.470980000000000e-04,4.401277777777777e-05,4.330744444444450e-05,1.300337103673227e-04,1.218696520684701e-10
75105,1.470980000000000e-04,4.374266666666663e-05,4.300333333333340e-05,1.300337103673227e-04,1.218696520684701e-10
75137,1.470980000000000e-04,4.420977777777786e-05,4.301344444444447e-05,1.300337103673227e-04,1.218696520684701e-10
75169,1.470980000000000e-04,4.368244444444446e-05,4.331611111111111e-05,1.300337103673227e-04,1.218696520684701e-10
75201,1.470980000000000e-04,4.382488888888872e-05,4.314088888888888e-05,1.300337103673227e-04,1.218696520684701e-10
75233,1.470980000000000e-04,4.382166666666660e-05,4.355866666666662e-05,1.300337103673227e-04,1.218696520684701e-10
75265,1.470980000000000e-04,4.440588888888884e-05,4.333422222222213e-05,1.300337103673227e-04,1.218696520684701e-10
75297,1.470980000000000e-04,4.406155555555550e-05,4.342166666666664e-05,1.300337103673227e-04,1.218696520684701e-10
75329,1.470980000000000e-04,4.380633333333350e-05,4.342366666666660e-05,1.300337103673227e-04,1.218696520684701e-10
75361,1.470980000000000e-04,4.341844444444442e-05,4.365766666666665e-05,1.300337103673227e-04,1.218696520684701e-10
75393,1.470980000000000e-04,4.378111111111107e-05,4.386622222222224e-05,1.300337103673227e-04,1.218696520684701e-10
75425,1.470980000000000e-04,4.383722222222228e-05,4.354699999999995e-05,1.300337103673227e-04,1.218696520684701e-10
75457,1.470980000000000e-04,4.398955555555547e-05,4.361911111111120e-05,1.300337103673227e-04,1.218696520684701e-10
75489,1.470980000000000e-04,4.400899999999980e-05,4.354055555555547e-05,1.300337103673227e-04,1.218696520684701e-10
75521,1.470980000000000e-04,4.393222222222215e-05,4.328811111111108e-05,1.300337103673227e-04,1.218696520684701e-10
75553,1.470980000000000e-04,4.363722222222225e-05,4.331777777777774e-05,1.300337103673227e-04,1.218696520684701e-10
75585,1.470980000000000e-04,4.389966666666677e-05,4.348566666666666e-05,1.300337103673227e-04,1.218696520684701e-10
75617,1.470980000000000e-04,4.408311111111119e-05,4.363600000000006e-05,1.300337103673227e-04,1.218696520684701e-10
75649,1.470980000000000e-04,4.402988888888883e-05,4.319211111111099e-05,1.300337103673227e-04,1.218696520684701e-10
75681,1.470980000000000e-04,4.389299999999995e-05,4.329677777777769e-05,1.300337103673227e-04,1.218696520684701e-10
75713,1.470980000000000e-04,4.263599999999998e-05,4.324622222222236e-05,1.300337103673227e-04,1.218696520684701e-10
75745,1.470980000000000e-04,4.392533333333343e-05,4.336755555555551e-05,1.300337103673227e-04,1.218696520684701e-10
75777,1.470980000000000e-04,4.332144444444455e-05,4.379477777777777e-05,1.300337103673227e-04,1.218696520684701e-10
75809,1.470980000000000e-04,4.404044444444456e-05,4.306811111111111e-05,1.300337103673227e-04,1.218696520684701e-10
75841,1.470980000000000e-04,4.379177777777789e-05,4.394722222222216e-05,1.300337103673227e-04,1.218696520684701e-10
75873,1.470980000000000e-04,4.347222222222222e-05,4.322377777777785e-05,1.300337103673227e-04,1.218696520684701e-10
75905,1.470980000000000e-04,4.393677777777774e-05,4.324655555555557e-05,1.300337103673227e-04,1.218696520684701e-10
75937,1.470980000000000e-04,4.376211111111123e-05,4.317411111111112e-05,1.300337103673227e-04,1.218696520684701e-10
75969,1.470980000000000e-04,4.395177777777784e-05,4.299866666666672e-05,1.300337103673227e-04,1.218696520684701e-10
76001,1.470980000000000e-04,4.350422222222229e-05,4.346277777777780e-05,1.300337103673227e-04,1.218696520684701e-10
76033,1.470980000000000e-04,4.374822222222215e-05,4.324977777777781e-05,1.300337103673227e-04,1.218696520684701e-10
76065,1.470980000000000e-04,4.389355555555553e-05,4.319166666666663e-05,1.300337103673227e-04,1.218696520684701e-10
76097,1.470980000000000e-04,4.369088888888896e-05,4.323233333333331e-05,1.300337103673227e-04,1.218696520684701e-10
76129,1.470980000000000e-04,4.391366666666653e-05,4.309522222222219e-05,1.300337103673227e-04,1.218696520684701e-10
76161,1.470980000000000e-04,4.316755555555557e-05,4.324088888888889e-05,1.300337103673227e-04,1.218696520684701e-10
76193,1.470980000000000e-04,4.429022222222212e-05,4.341022222222215e-05,1.300337103673227e-04,1.218696520684701e-10
76225,1.470980000000000e-04,4.364511111111104e-05,4.331744444444442e-05,1.300337103673227e-04,1.218696520684701e-10
76257,1.470980000000000e-04,4.368444444444446e-05,4.325677777777766e-05,1.300337103673227e-04,1.218696520684701e-10
76289,1.470980000000000e-04,4.186722222222216e-05,4.300599999999990e-05,1.300337103673227e-04,1.218696520684701e-10
76321,1.470980000000000e-04,4.386655555555554e-05,4.343200000000000e-05,1.300337103673227e-04,1.218696520684701e-10
76353,1.470980000000000e-04,4.379833333333335e-05,4.317477777777777e-05,1.300337103673227e-04,1.218696520684701e-10
76385,1.470980000000000e-04,4.391944444444450e-05,4.329188888888894e-05,1.300337103673227e-04,1.218696520684701e-10
76417,1.470980000000000e-04,4.394911111111103e-05,4.313399999999994e-05,1.300337103673227e-04,1.218696520684701e-10
76449,1.470980000000000e-04,4.374455555555555e-05,4.319088888888895e-05,1.300337103673227e-04,1.218696520684701e-10
76481,1.470980000000000e-04,4.384477777777767e-05,4.314544444444443e-05,1.300337103673227e-04,1.218696520684701e-10
76513,1.470980000000000e-04,4.392344444444451e-05,4.312977777777772e-05,1.300337103673227e-04,1.218696520684701e-10
76545,1.470980000000000e-04,4.365555555555542e-05,4.325677777777766e-05,1.300337103673227e-04,1.218696520684701e-10
76577,1.470980000000000e-04,4.405777777777780e-05,4.334122222222223e-05,1.300337103673227e-04,1.218696520684701e-10
76609,1.470980000000000e-04,4.370333333333335e-05,4.320066666666669e-05,1.300337103673227e-04,1.218696520684701e-10
76641,1.470980000000000e-04,4.389011111111097e-05,4.335877777777775e-05,1.300337103673227e-04,1.218696520684701e-10
76673,1.470980000000000e-04,4.353233333333331e-05,4.318877777777784e-05,1.300337103673227e-04,1.218696520684701e-10
76705,1.470980000000000e-04,4.398888888888880e-05,4.376511111111111e-05,1.300337103673227e-04,1.218696520684701e-10
76737,1.470980000000000e-04,4.378866666666660e-05,4.322644444444446e-05,1.300337103673227e-04,1.218696520684701e-10
76769,1.470980000000000e-04,4.372177777777788e-05,4.326788888888895e-05,1.300337103673227e-04,1.218696520684701e-10
76801,1.470980000000000e-04,4.348411111111116e-05,4.312944444444451e-05,1.300337103673227e-04,1.218696520684701e-10
76833,1.470980000000000e-04,4.393499999999991e-05,4.374922222222210e-05,1.300337103673227e-04,1.218696520684701e-10
76865,1.470980000000000e-04,4.391099999999999e-05,4.331477777777769e-05,1.300337103673227e-04,1.218696520684701e-10
76897,1.470980000000000e-04,4.259644444444438e-05,4.302277777777773e-05,1.300337103673227e-04,1.218696520684701e-10
76929,1.470980000000000e-04,4.371699999999997e-05,4.296755555555548e-05,1.300337103673227e-04,1.218696520684701e-10
76961,1.470980000000000e-04,4.388433333333327e-05,4.305655555555547e-05,1.300337103673227e-04,1.218696520684701e-10
76993,1.470980000000000e-04,4.394733333333334e-05,4.300422222222224e-05,1.300337103673227e-04,1.218696520684701e-10
77025,1.470980000000000e-04,4.394100000000006e-05,4.323866666666664e-05,1.300337103673227e-04,1.218696520684701e-10
77057,1.470980000000000e-04,4.372299999999999e-05,4.320811111111114e-05,1.300337103673227e-04,1.218696520684701e-10
77089,1.470980000000000e-04,4.389033333333342e-05,4.319988888888889e-05,1.300337103673227e-04,1.218696520684701e-10
77121,1.470980000000000e-04,4.425844444444436e-05,4.333188888888885e-05,1.300337103673227e-04,1.218696520684701e-10
77153,1.470980000000000e-04,4.362155555555575e-05,4.307200000000012e-05,1.300337103673227e-04,1.218696520684701e-10
77185,1.470980000000000e-04,4.432855555555561e-05,4.326555555555555e-05,1.300337103673227e-04,1.218696520684701e-10
77217,1.470980000000000e-04,4.424244444444446e-05,4.306000000000000e-05,1.300337103673227e-04,1.218696520684701e-10
77249,1.470980000000000e-04,4.345244444444449e-05,4.298255555555565e-05,1.300337103673227e-04,1.218696520684701e-10
77281,1.470980000000000e-04,4.345400000000014e-05,4.358422222222222e-05,1.300337103673227e-04,1.218696520684701e-10
77313,1.470980000000000e-04,4.467688888888882e-05,4.306711111111101e-05,1.300337103673227e-04,1.218696520684701e-10
77345,1.470980000000000e-04,4.389866666666670e-05,4.332011111111115e-05,1.300337103673227e-04,1.218696520684701e-10
77377,1.470980000000000e-04,4.383233333333343e-05,4.324666666666672e-05,1.300337103673227e-04,1.218696520684701e-10
77409,1.470980000000000e-04,4.375833333333326e-05,4.324055555555557e-05,1.300337103673227e-04,1.218696520684701e-10
77441,1.470980000000000e-04,4.349477777777785e-05,4.319077777777780e-05,1.300337103673227e-04,1.218696520684701e-10
77473,1.470980000000000e-04,4.385000000000006e-05,4.302200000000005e-05,1.300337103673227e-04,1.218696520684701e-10
77505,1.470980000000000e-04,4.379433333333334e-05,4.312855555555557e-05,1.300337103673227e-04,1.218696520684701e-10
77537,1.470980000000000e-04,4.393466666666678e-05,4.334211111111118e-05,1.300337103673227e-04,1.218696520684701e-10
77569,1.470980000000000e-04,4.362055555555568e-05,4.323833333333331e-05,1.300337103673227e-04,1.218696520684701e-10
77601,1.470980000000000e-04,4.368666666666678e-05,4.304488888888880e-05,1.300337103673227e-04,1.218696520684701e-10
77633,1.470980000000000e-04,4.316655555555563e-05,4.365844444444445e-05,1.300337103673227e-04,1.218696520684701e-10
77665,1.470980000000000e-04,4.421855555555564e-05,4.337766666666669e-05,1.300337103673227e-04,1.218696520684701e-10
77697,1.470980000000000e-04,4.412533333333319e-05,4.340577777777788e-05,1.300337103673227e-04,1.218696520684701e-10
77729,1.470980000000000e-04,4.393944444444427e-05,4.320922222222216e-05,1.300337103673227e-04,1.218696520684701e-10
77761,1.470980000000000e-04,4.388633333333327e-05,4.351133333333329e-05,1.300337103673227e-04,1.218696520684701e-10
77793,1.470980000000000e-04,4.374655555555541e-05,4.386155555555556e-05,1.300337103673227e-04,1.218696520684701e-10
77825,1.470980000000000e-04,4.446600000000006e-05,4.321188888888901e-05,1.300337103673227e-04,1.218696520684701e-10
77857,1.470980000000000e-04,4.388911111111103e-05,4.329333333333328e-05,1.300337103673227e-04,1.218696520684701e-10
77889,1.470980000000000e-04,4.413288888888885e-05,4.315500000000000e-05,1.300337103673227e-04,1.218696520684701e-10
77921,1.470980000000000e-04,4.396955555555543e-05,4.323477777777775e-05,1.300337103673227e-04,1.218696520684701e-10
77953,1.470980000000000e-04,4.409122222222216e-05,4.319644444444447e-05,1.300337103673227e-04,1.218696520684701e-10
77985,1.470980000000000e-04,4.371388888888881e-05,4.353899999999987e-05,1.300337103673227e-04,1.218696520684701e-10
78017,1.470980000000000e-04,4.383744444444459e-05,4.322088888888894e-05,1.300337103673227e-04,1.218696520684701e-10
78049,1.470980000000000e-04,4.410088888888891e-05,4.364188888888891e-05,1.300337103673227e-04,1.218696520684701e-10
78081,1.470980000000000e-04,4.319255555555555e-05,4.333277777777780e-05,1.300337103673227e-04,1.218696520684701e-10
78113,1.470980000000000e-04,4.409222222222209e-05,4.305122222222212e-05,1.300337103673227e-04,1.218696520684701e-10
78145,1.470980000000000e-04,4.373277777777783e-05,4.351400000000002e-05,1.300337103673227e-04,1.218696520684701e-10
78177,1.470980000000000e-04,4.402077777777779e-05,4.351866666666671e-05,1.300337103673227e-04,1.218696520684701e-10
78209,1.470980000000000e-04,4.317933333333342e-05,4.389655555555557e-05,1.300337103673227e-04,1.218696520684701e-10
78241,1.470980000000000e-04,4.351544444444429e-05,4.352755555555562e-05,1.300337103673227e-04,1.218696520684701e-10
78273,1.470980000000000e-04,4.402222222222235e-05,4.369855555555562e-05,1.300337103673227e-04,1.218696520684701e-10
78305,1.470980000000000e-04,4.391666666666660e-05,4.321455555555550e-05,1.300337103673227e-04,1.218696520684701e-10
78337,1.470980000000000e-04,4.396544444444460e-05,4.310577777777785e-05,1.300337103673227e-04,1.218696520684701e-10
78369,1.470980000000000e-04,4.415344444444434e-05,4.293222222222226e-05,1.300337103673227e-04,1.218696520684701e-10
78401,1.470980000000000e-04,4.378855555555564e-05,4.317577777777775e-05,1.300337103673227e-04,1.218696520684701e-10
78433,1.470980000000000e-04,4.390177777777773e-05,4.300433333333327e-05,1.300337103673227e-04,1.218696520684701e-10
78465,1.470980000000000e-04,4.356777777777767e-05,4.319544444444437e-05,1.300337103673227e-04,1.218696520684701e-10
78497,1.470980000000000e-04,4.377388888888894e-05,4.312377777777784e-05,1.300337103673227e-04,1.218696520684701e-10
78529,1.470980000000000e-04,4.400511111111115e-05,4.293844444444455e-05,1.300337103673227e-04,1.218696520684701e-10
78561,1.470980000000000e-04,4.372844444444456e-05,4.327733333333336e-05,1.300337103673227e-04,1.218696520684701e-10
78593,1.470980000000000e-04,4.376477777777777e-05,4.343422222222226e-05,1.300337103673227e-04,1.218696520684701e-10
78625,1.470980000000000e-04,4.345077777777776e-05,4.346088888888887e-05,1.300337103673227e-04,1.218696520684701e-10
78657,1.470980000000000e-04,4.337866666666664e-05,4.370011111111111e-05,1.300337103673227e-04,1.218696520684701e-10
78689,1.470980000000000e-04,4.449366666666672e-05,4.323899999999997e-05,1.300337103673227e-04,1.218696520684701e-10
78721,1.470980000000000e-04,4.405111111111125e-05,4.344811111111107e-05,1.300337103673227e-04,1.218696520684701e-10
78753,1.470980000000000e-04,4.406022222222216e-05,4.315722222222213e-05,1.300337103673227e-04,1.218696520684701e-10
78785,1.470980000000000e-04,4.396055555555561e-05,4.318222222222234e-05,1.300337103673227e-04,1.218696520684701e-10
78817,1.470980000000000e-04,4.360744444444450e-05,4.321766666666671e-05,1.300337103673227e-04,1.218696520684701e-10
78849,1.470980000000000e-04,4.378800000000006e-05,4.320399999999996e-05,1.300337103673227e-04,1.218696520684701e-10
78881,1.470980000000000e-04,4.402088888888874e-05,4.324088888888889e-05,1.300337103673227e-04,1.218696520684701e-10
78913,1.470980000000000e-04,4.384188888888882e-05,4.334088888888891e-05,1.300337103673227e-04,1.218696520684701e-10
78945,1.470980000000000e-04,4.396677777777780e-05,4.308133333333338e-05,1.300337103673227e-04,1.218696520684701e-10
78977,1.470980000000000e-04,4.414566666666677e-05,4.289755555555558e-05,1.300337103673227e-04,1.218696520684701e-10
79009,1.470980000000000e-04,4.391344444444449e-05,4.331611111111123e-05,1.300337103673227e-04,1.218696520684701e-10
79041,1.470980000000000e-04,4.388522222222211e-05,4.311344444444436e-05,1.300337103673227e-04,1.218696520684701e-10
79073,1.470980000000000e-04,4.447344444444436e-05,4.338311111111119e-05,1.300337103673227e-04,1.218696520684701e-10
79105,1.470980000000000e-04,4.380411111111119e-05,4.352233333333342e-05,1.300337103673227e-04,1.218696520684701e-10
79137,1.470980000000000e-04,4.397344444444448e-05,4.293911111111109e-05,1.300337103673227e-04,1.218696520684701e-10
