s,L,o_s,o_r,g,G
72065,1.470980000000000e-05,4.347233333333331e-06,4.329088888888896e-06,1.300337103673227e-05,1.218696520684701e-11
72097,1.470980000000000e-05,4.323333333333326e-06,4.295288888888887e-06,1.300337103673227e-05,1.218696520684701e-11
72129,1.470980000000000e-05,4.421200000000004e-06,4.295088888888879e-06,1.300337103673227e-05,1.218696520684701e-11
72161,1.470980000000000e-05,4.352522222222214e-06,4.308255555555554e-06,1.300337103673227e-05,1.218696520684701e-11
72193,1.470980000000000e-05,4.327533333333336e-06,4.349677777777770e-06,1.300337103673227e-05,1.218696520684701e-11
72225,1.470980000000000e-05,4.384700000000012e-06,4.338655555555561e-06,1.300337103673227e-05,1.218696520684701e-11
72257,1.470980000000000e-05,4.375044444444447e-06,4.334844444444438e-06,1.300337103673227e-05,1.218696520684701e-11
72289,1.470980000000000e-05,4.498544444444440e-06,4.290155555555562e-06,1.300337103673227e-05,1.218696520684701e-11
72321,1.470980000000000e-05,4.347655555555550e-06,4.333866666666665e-06,1.300337103673227e-05,1.218696520684701e-11
72353,1.470980000000000e-05,4.358400000000002e-06,4.320000000000004e-06,1.300337103673227e-05,1.218696520684701e-11
72385,1.470980000000000e-05,4.388644444444450e-06,4.382644444444452e-06,1.300337103673227e-05,1.218696520684701e-11
72417,1.470980000000000e-05,4.393322222222222e-06,4.361922222222223e-06,1.300337103673227e-05,1.218696520684701e-11
72449,1.470980000000000e-05,4.370677777777778e-06,4.345666666666665e-06,1.300337103673227e-05,1.218696520684701e-11
72481,1.470980000000000e-05,4.316677777777781e-06,4.304866666666666e-06,1.300337103673227e-05,1.218696520684701e-11
72513,1.470980000000000e-05,4.410255555555552e-06,4.313800000000009e-06,1.300337103673227e-05,1.218696520684701e-11
72545,1.470980000000000e-05,4.326933333333334e-06,4.349411111111122e-06,1.300337103673227e-05,1.218696520684701e-11
72577,1.470980000000000e-05,4.344733333333346e-06,4.340166666666669e-06,1.300337103673227e-05,1.218696520684701e-11
72609,1.470980000000000e-05,4.371166666666649e-06,4.311133333333325e-06,1.300337103673227e-05,1.218696520684701e-11
72641,1.470980000000000e-05,4.376233333333341e-06,4.304388888888882e-06,1.300337103673227e-05,1.218696520684701e-11
72673,1.470980000000000e-05,4.367933333333329e-06,4.309977777777785e-06,1.300337103673227e-05,1.218696520684701e-11
72705,1.470980000000000e-05,4.337622222222229e-06,4.344555555555560e-06,1.300337103673227e-05,1.218696520684701e-11
72737,1.470980000000000e-05,4.410866666666675e-06,4.369488888888891e-06,1.300337103673227e-05,1.218696520684701e-11
72769,1.470980000000000e-05,4.452722222222230e-06,4.330955555555561e-06,1.300337103673227e-05,1.218696520684701e-11
72801,1.470980000000000e-05,4.433011111111098e-06,4.305277777777785e-06,1.300337103673227e-05,1.218696520684701e-11
72833,1.470980000000000e-05,4.427777777777788e-06,4.339922222222225e-06,1.300337103673227e-05,1.218696520684701e-11
72865,1.470980000000000e-05,4.345100000000007e-06,4.361399999999991e-06,1.300337103673227e-05,1.218696520684701e-11
72897,1.470980000000000e-05,4.331477777777786e-06,4.389411111111113e-06,1.300337103673227e-05,1.218696520684701e-11
72929,1.470980000000000e-05,4.371722222222229e-06,4.337066666666672e-06,1.300337103673227e-05,1.218696520684701e-11
72961,1.470980000000000e-05,4.375500000000006e-06,4.306266666666673e-06,1.300337103673227e-05,1.218696520684701e-11
72993,1.470980000000000e-05,4.376433333333341e-06,4.308155555555556e-06,1.300337103673227e-05,1.218696520684701e-11
73025,1.470980000000000e-05,4.368599999999997e-06,4.311666666666671e-06,1.300337103673227e-05,1.218696520684701e-11
73057,1.470980000000000e-05,4.366055555555550e-06,4.336233333333331e-06,1.300337103673227e-05,1.218696520684701e-11
73089,1.470980000000000e-05,4.346299999999996e-06,4.355611111111115e-06,1.300337103673227e-05,1.218696520684701e-11
73121,1.470980000000000e-05,4.381255555555542e-06,4.309944444444441e-06,1.300337103673227e-05,1.218696520684701e-11
73153,1.470980000000000e-05,4.378699999999999e-06,4.320355555555560e-06,1.300337103673227e-05,1.218696520684701e-11
73185,1.470980000000000e-05,4.360711111111109e-06,4.336000000000003e-06,1.300337103673227e-05,1.218696520684701e-11
73217,1.470980000000000e-05,4.388066666666680e-06,4.350866666666679e-06,1.300337103673227e-05,1.218696520684701e-11
73249,1.470980000000000e-05,4.481288888888885e-06,4.297477777777775e-06,1.300337103673227e-05,1.218696520684701e-11
73281,1.470980000000000e-05,4.362533333333345e-06,4.361255555555557e-06,1.300337103673227e-05,1.218696520684701e-11
73313,1.470980000000000e-05,4.322099999999997e-06,4.354511111111126e-06,1.300337103673227e-05,1.218696520684701e-11
73345,1.470980000000000e-05,4.301388888888877e-06,4.391099999999999e-06,1.300337103673227e-05,1.218696520684701e-11
73377,1.470980000000000e-05,4.365011111111112e-06,4.351511111111115e-06,1.300337103673227e-05,1.218696520684701e-11
73409,1.470980000000000e-05,4.300755555555549e-06,4.321211111111118e-06,1.300337103673227e-05,1.218696520684701e-11
73441,1.470980000000000e-05,4.363699999999993e-06,4.331233333333325e-06,1.300337103673227e-05,1.218696520684701e-11
73473,1.470980000000000e-05,4.381300000000005e-06,4.294288888888883e-06,1.300337103673227e-05,1.218696520684701e-11
73505,1.470980000000000e-05,4.355922222222221e-06,4.324433333333343e-06,1.300337103673227e-05,1.218696520684701e-11
73537,1.470980000000000e-05,4.387611111111107e-06,4.307911111111112e-06,1.300337103673227e-05,1.218696520684701e-11
73569,1.470980000000000e-05,4.341866666666673e-06,4.339066666666667e-06,1.300337103673227e-05,1.218696520684701e-11
73601,1.470980000000000e-05,4.377166666666676e-06,4.322611111111114e-06,1.300337103673227e-05,1.218696520684701e-11
73633,1.470980000000000e-05,4.382766666666661e-06,4.317433333333317e-06,1.300337103673227e-05,1.218696520684701e-11
73665,1.470980000000000e-05,4.385644444444443e-06,4.311588888888880e-06,1.300337103673227e-05,1.218696520684701e-11
73697,1.470980000000000e-05,4.435144444444436e-06,4.312333333333337e-06,1.300337103673227e-05,1.218696520684701e-11
73729,1.470980000000000e-05,4.383377777777785e-06,4.328311111111118e-06,1.300337103673227e-05,1.218696520684701e-11
73761,1.470980000000000e-05,4.370188888888892e-06,4.336488888888889e-06,1.300337103673227e-05,1.218696520684701e-11
73793,1.470980000000000e-05,4.421655555555563e-06,4.310411111111122e-06,1.300337103673227e-05,1.218696520684701e-11
73825,1.470980000000000e-05,4.395699999999996e-06,4.337533333333341e-06,1.300337103673227e-05,1.218696520684701e-11
73857,1.470980000000000e-05,4.385444444444443e-06,4.334777777777773e-06,1.300337103673227e-05,1.218696520684701e-11
73889,1.470980000000000e-05,4.396188888888895e-06,4.324433333333343e-06,1.300337103673227e-05,1.218696520684701e-11
73921,1.470980000000000e-05,4.339211111111123e-06,4.325333333333349e-06,1.300337103673227e-05,1.218696520684701e-11
73953,1.470980000000000e-05,4.434299999999999e-06,4.348833333333327e-06,1.300337103673227e-05,1.218696520684701e-11
73985,1.470980000000000e-05,4.415977777777775e-06,4.344888888888887e-06,1.300337103673227e-05,1.218696520684701e-11
74017,1.470980000000000e-05,4.363800000000000e-06,4.334166666666659e-06,1.300337103673227e-05,1.218696520684701e-11
74049,1.470980000000000e-05,4.368133333333343e-06,4.302544444444447e-06,1.300337103673227e-05,1.218696520684701e-11
74081,1.470980000000000e-05,4.385011111111115e-06,4.308455555555550e-06,1.300337103673227e-05,1.218696520684701e-11
74113,1.470980000000000e-05,4.380422222222214e-06,4.320088888888887e-06,1.300337103673227e-05,1.218696520684701e-11
74145,1.470980000000000e-05,4.396922222222216e-06,4.345966666666671e-06,1.300337103673227e-05,1.218696520684701e-11
74177,1.470980000000000e-05,4.403977777777776e-06,4.305666666666662e-06,1.300337103673227e-05,1.218696520684701e-11
74209,1.470980000000000e-05,4.383611111111112e-06,4.350700000000004e-06,1.300337103673227e-05,1.218696520684701e-11
74241,1.470980000000000e-05,4.352855555555548e-06,4.326955555555558e-06,1.300337103673227e-05,1.218696520684701e-11
74273,1.470980000000000e-05,4.339477777777790e-06,4.350300000000001e-06,1.300337103673227e-05,1.218696520684701e-11
74305,1.470980000000000e-05,4.415988888888884e-06,4.356088888888899e-06,1.300337103673227e-05,1.218696520684701e-11
74337,1.470980000000000e-05,4.371966666666665e-06,4.355111111111101e-06,1.300337103673227e-05,1.218696520684701e-11
74369,1.470980000000000e-05,4.390766666666652e-06,4.343255555555551e-06,1.300337103673227e-05,1.218696520684701e-11
74401,1.470980000000000e-05,4.302288888888899e-06,4.366011111111108e-06,1.300337103673227e-05,1.218696520684701e-11
74433,1.470980000000000e-05,4.367533333333342e-06,4.374166666666674e-06,1.300337103673227e-05,1.218696520684701e-11
74465,1.470980000000000e-05,4.390433333333331e-06,4.333700000000001e-06,1.300337103673227e-05,1.218696520684701e-11
74497,1.470980000000000e-05,4.278044444444451e-06,4.321100000000005e-06,1.300337103673227e-05,1.218696520684701e-11
74529,1.470980000000000e-05,4.289188888888877e-06,4.351388888888887e-06,1.300337103673227e-05,1.218696520684701e-11
74561,1.470980000000000e-05,4.402711111111107e-06,4.311844444444438e-06,1.300337103673227e-05,1.218696520684701e-11
74593,1.470980000000000e-05,4.389788888888881e-06,4.320300000000010e-06,1.300337103673227e-05,1.218696520684701e-11
74625,1.470980000000000e-05,4.400033333333325e-06,4.303277777777777e-06,1.300337103673227e-05,1.218696520684701e-11
74657,1.470980000000000e-05,4.380599999999997e-06,4.303944444444455e-06,1.300337103673227e-05,1.218696520684701e-11
74689,1.470980000000000e-05,4.381199999999998e-06,4.310344444444444e-06,1.300337103673227e-05,1.218696520684701e-11
74721,1.470980000000000e-05,4.417144444444438e-06,4.304733333333323e-06,1.300337103673227e-05,1.218696520684701e-11
74753,1.470980000000000e-05,4.402411111111113e-06,4.350066666666660e-06,1.300337103673227e-05,1.218696520684701e-11
74785,1.470980000000000e-05,4.408455555555548e-06,4.314866666666655e-06,1.300337103673227e-05,1.218696520684701e-11
74817,1.470980000000000e-05,4.387633333333325e-06,4.335199999999995e-06,1.300337103673227e-05,1.218696520684701e-11
74849,1.470980000000000e-05,4.390255555555562e-06,4.380488888888884e-06,1.300337103673227e-05,1.218696520684701e-11
74881,1.470980000000000e-05,4.365533333333324e-06,4.396811111111106e-06,1.300337103673227e-05,1.218696520684701e-11
74913,1.470980000000000e-05,4.400611111111122e-06,4.339800000000010e-06,1.300337103673227e-05,1.218696520684701e-11
74945,1.470980000000000e-05,4.371533333333337e-06,4.338911111111119e-06,1.300337103673227e-05,1.218696520684701e-11
74977,1.470980000000000e-05,4.352155555555553e-06,4.324255555555565e-06,1.300337103673227e-05,1.218696520684701e-11
75009,1.470980000000000e-05,4.382655555555545e-06,4.328844444444452e-06,1.300337103673227e-05,1.218696520684701e-11
75041,1.470980000000000e-05,4.366966666666681e-06,4.305655555555559e-06,1.300337103673227e-05,1.218696520684701e-11
75073,1.470980000000000e-05,4.401277777777777e-06,4.330744444444450e-06,1.300337103673227e-05,1.218696520684701e-11
75105,1.470980000000000e-05,4.374266666666663e-06,4.300333333333340e-06,1.300337103673227e-05,1.218696520684701e-11
75137,1.470980000000000e-05,4.420977777777786e-06,4.301344444444447e-06,1.300337103673227e-05,1.218696520684701e-11
75169,1.470980000000000e-05,4.368244444444446e-06,4.331611111111111e-06,1.300337103673227e-05,1.218696520684701e-11
75201,1.470980000000000e-05,4.382488888888872e-06,4.314088888888888e-06,1.300337103673227e-05,1.218696520684701e-11
75233,1.470980000000000e-05,4.382166666666660e-06,4.355866666666662e-06,1.300337103673227e-05,1.218696520684701e-11
75265,1.470980000000000e-05,4.440588888888884e-06,4.333422222222213e-06,1.300337103673227e-05,1.218696520684701e-11
75297,1.470980000000000e-05,4.406155555555550e-06,4.342166666666664e-06,1.300337103673227e-05,1.218696520684701e-11
75329,1.470980000000000e-05,4.380633333333350e-06,4.342366666666660e-06,1.300337103673227e-05,1.218696520684701e-11
75361,1.470980000000000e-05,4.341844444444442e-06,4.365766666666665e-06,1.300337103673227e-05,1.218696520684701e-11
75393,1.470980000000000e-05,4.378111111111107e-06,4.386622222222224e-06,1.300337103673227e-05,1.218696520684701e-11
75425,1.470980000000000e-05,4.383722222222228e-06,4.354699999999995e-06,1.300337103673227e-05,1.218696520684701e-11
75457,1.470980000000000e-05,4.398955555555547e-06,4.361911111111120e-06,1.300337103673227e-05,1.218696520684701e-11
75489,1.470980000000000e-05,4.400899999999980e-06,4.354055555555547e-06,1.300337103673227e-05,1.218696520684701e-11
75521,1.470980000000000e-05,4.393222222222215e-06,4.328811111111108e-06,1.300337103673227e-05,1.218696520684701e-11
75553,1.470980000000000e-05,4.363722222222225e-06,4.331777777777774e-06,1.300337103673227e-05,1.218696520684701e-11
75585,1.470980000000000e-05,4.389966666666677e-06,4.348566666666666e-06,1.300337103673227e-05,1.218696520684701e-11
75617,1.470980000000000e-05,4.408311111111119e-06,4.363600000000006e-06,1.300337103673227e-05,1.218696520684701e-11
75649,1.470980000000000e-05,4.402988888888883e-06,4.319211111111099e-06,1.300337103673227e-05,1.218696520684701e-11
75681,1.470980000000000e-05,4.389299999999995e-06,4.329677777777769e-06,1.300337103673227e-05,1.218696520684701e-11
75713,1.470980000000000e-05,4.263599999999998e-06,4.324622222222236e-06,1.300337103673227e-05,1.218696520684701e-11
75745,1.470980000000000e-05,4.392533333333343e-06,4.336755555555551e-06,1.300337103673227e-05,1.218696520684701e-11
75777,1.470980000000000e-05,4.332144444444455e-06,4.379477777777777e-06,1.300337103673227e-05,1.218696520684701e-11
75809,1.470980000000000e-05,4.404044444444456e-06,4.306811111111111e-06,1.300337103673227e-05,1.218696520684701e-11
75841,1.470980000000000e-05,4.379177777777789e-06,4.394722222222216e-06,1.300337103673227e-05,1.218696520684701e-11
75873,1.470980000000000e-05,4.347222222222222e-06,4.322377777777785e-06,1.300337103673227e-05,1.218696520684701e-11
75905,1.470980000000000e-05,4.393677777777774e-06,4.324655555555557e-06,1.300337103673227e-05,1.218696520684701e-11
75937,1.470980000000000e-05,4.376211111111123e-06,4.317411111111112e-06,1.300337103673227e-05,1.218696520684701e-11
75969,1.470980000000000e-05,4.395177777777784e-06,4.299866666666672e-06,1.300337103673227e-05,1.218696520684701e-11
76001,1.470980000000000e-05,4.350422222222229e-06,4.346277777777780e-06,1.300337103673227e-05,1.218696520684701e-11
76033,1.470980000000000e-05,4.374822222222215e-06,4.324977777777781e-06,1.300337103673227e-05,1.218696520684701e-11
76065,1.470980000000000e-05,4.389355555555553e-06,4.319166666666663e-06,1.300337103673227e-05,1.218696520684701e-11
76097,1.470980000000000e-05,4.369088888888896e-06,4.323233333333331e-06,1.300337103673227e-05,1.218696520684701e-11
76129,1.470980000000000e-05,4.391366666666653e-06,4.309522222222219e-06,1.300337103673227e-05,1.218696520684701e-11
76161,1.470980000000000e-05,4.316755555555557e-06,4.324088888888889e-06,1.300337103673227e-05,1.218696520684701e-11
76193,1.470980000000000e-05,4.429022222222212e-06,4.341022222222215e-06,1.300337103673227e-05,1.218696520684701e-11
76225,1.470980000000000e-05,4.364511111111104e-06,4.331744444444442e-06,1.300337103673227e-05,1.218696520684701e-11
76257,1.470980000000000e-05,4.368444444444446e-06,4.325677777777766e-06,1.300337103673227e-05,1.218696520684701e-11
76289,1.470980000000000e-05,4.186722222222216e-06,4.300599999999990e-06,1.300337103673227e-05,1.218696520684701e-11
76321,1.470980000000000e-05,4.386655555555554e-06,4.343200000000000e-06,1.300337103673227e-05,1.218696520684701e-11
76353,1.470980000000000e-05,4.379833333333335e-06,4.317477777777777e-06,1.300337103673227e-05,1.218696520684701e-11
76385,1.470980000000000e-05,4.391944444444450e-06,4.329188888888894e-06,1.300337103673227e-05,1.218696520684701e-11
76417,1.470980000000000e-05,4.394911111111103e-06,4.313399999999994e-06,1.300337103673227e-05,1.218696520684701e-11
76449,1.470980000000000e-05,4.374455555555555e-06,4.319088888888895e-06,1.300337103673227e-05,1.218696520684701e-11
76481,1.470980000000000e-05,4.384477777777767e-06,4.314544444444443e-06,1.300337103673227e-05,1.218696520684701e-11
76513,1.470980000000000e-05,4.392344444444451e-06,4.312977777777772e-06,1.300337103673227e-05,1.218696520684701e-11
76545,1.470980000000000e-05,4.365555555555542e-06,4.325677777777766e-06,1.300337103673227e-05,1.218696520684701e-11
76577,1.470980000000000e-05,4.405777777777780e-06,4.334122222222223e-06,1.300337103673227e-05,1.218696520684701e-11
76609,1.470980000000000e-05,4.370333333333335e-06,4.320066666666669e-06,1.300337103673227e-05,1.218696520684701e-11
76641,1.470980000000000e-05,4.389011111111097e-06,4.335877777777775e-06,1.300337103673227e-05,1.218696520684701e-11
76673,1.470980000000000e-05,4.353233333333331e-06,4.318877777777784e-06,1.300337103673227e-05,1.218696520684701e-11
76705,1.470980000000000e-05,4.398888888888880e-06,4.376511111111111e-06,1.300337103673227e-05,1.218696520684701e-11
76737,1.470980000000000e-05,4.378866666666660e-06,4.322644444444446e-06,1.300337103673227e-05,1.218696520684701e-11
76769,1.470980000000000e-05,4.372177777777788e-06,4.326788888888895e-06,1.300337103673227e-05,1.218696520684701e-11
76801,1.470980000000000e-05,4.348411111111116e-06,4.312944444444451e-06,1.300337103673227e-05,1.218696520684701e-11
76833,1.470980000000000e-05,4.393499999999991e-06,4.374922222222210e-06,1.300337103673227e-05,1.218696520684701e-11
76865,1.470980000000000e-05,4.391099999999999e-06,4.331477777777769e-06,1.300337103673227e-05,1.218696520684701e-11
76897,1.470980000000000e-05,4.259644444444438e-06,4.302277777777773e-06,1.300337103673227e-05,1.218696520684701e-11
76929,1.470980000000000e-05,4.371699999999997e-06,4.296755555555548e-06,1.300337103673227e-05,1.218696520684701e-11
76961,1.470980000000000e-05,4.388433333333327e-06,4.305655555555547e-06,1.300337103673227e-05,1.218696520684701e-11
76993,1.470980000000000e-05,4.394733333333334e-06,4.300422222222224e-06,1.300337103673227e-05,1.218696520684701e-11
77025,1.470980000000000e-05,4.394100000000006e-06,4.323866666666664e-06,1.300337103673227e-05,1.218696520684701e-11
77057,1.470980000000000e-05,4.372299999999999e-06,4.320811111111114e-06,1.300337103673227e-05,1.218696520684701e-11
77089,1.470980000000000e-05,4.389033333333342e-06,4.319988888888889e-06,1.300337103673227e-05,1.218696520684701e-11
77121,1.470980000000000e-05,4.425844444444436e-06,4.333188888888885e-06,1.300337103673227e-05,1.218696520684701e-11
77153,1.470980000000000e-05,4.362155555555575e-06,4.307200000000012e-06,1.300337103673227e-05,1.218696520684701e-11
77185,1.470980000000000e-05,4.432855555555561e-06,4.326555555555555e-06,1.300337103673227e-05,1.218696520684701e-11
77217,1.470980000000000e-05,4.424244444444446e-06,4.306000000000000e-06,1.300337103673227e-05,1.218696520684701e-11
77249,1.470980000000000e-05,4.345244444444449e-06,4.298255555555565e-06,1.300337103673227e-05,1.218696520684701e-11
77281,1.470980000000000e-05,4.345400000000014e-06,4.358422222222222e-06,1.300337103673227e-05,1.218696520684701e-11
77313,1.470980000000000e-05,4.467688888888882e-06,4.306711111111101e-06,1.300337103673227e-05,1.218696520684701e-11
77345,1.470980000000000e-05,4.389866666666670e-06,4.332011111111115e-06,1.300337103673227e-05,1.218696520684701e-11
77377,1.470980000000000e-05,4.383233333333343e-06,4.324666666666672e-06,1.300337103673227e-05,1.218696520684701e-11
77409,1.470980000000000e-05,4.375833333333326e-06,4.324055555555557e-06,1.300337103673227e-05,1.218696520684701e-11
77441,1.470980000000000e-05,4.349477777777785e-06,4.319077777777780e-06,1.300337103673227e-05,1.218696520684701e-11
77473,1.470980000000000e-05,4.385000000000006e-06,4.302200000000005e-06,1.300337103673227e-05,1.218696520684701e-11
77505,1.470980000000000e-05,4.379433333333334e-06,4.312855555555557e-06,1.300337103673227e-05,1.218696520684701e-11
77537,1.470980000000000e-05,4.393466666666678e-06,4.334211111111118e-06,1.300337103673227e-05,1.218696520684701e-11
77569,1.470980000000000e-05,4.362055555555568e-06,4.323833333333331e-06,1.300337103673227e-05,1.218696520684701e-11
77601,1.470980000000000e-05,4.368666666666678e-06,4.304488888888880e-06,1.300337103673227e-05,1.218696520684701e-11
77633,1.470980000000000e-05,4.316655555555563e-06,4.365844444444445e-06,1.300337103673227e-05,1.218696520684701e-11
77665,1.470980000000000e-05,4.421855555555564e-06,4.337766666666669e-06,1.300337103673227e-05,1.218696520684701e-11
77697,1.470980000000000e-05,4.412533333333319e-06,4.340577777777788e-06,1.300337103673227e-05,1.218696520684701e-11
77729,1.470980000000000e-05,4.393944444444427e-06,4.320922222222216e-06,1.300337103673227e-05,1.218696520684701e-11
77761,1.470980000000000e-05,4.388633333333327e-06,4.351133333333329e-06,1.300337103673227e-05,1.218696520684701e-11
77793,1.470980000000000e-05,4.374655555555541e-06,4.386155555555556e-06,1.300337103673227e-05,1.218696520684701e-11
77825,1.470980000000000e-05,4.446600000000006e-06,4.321188888888901e-06,1.300337103673227e-05,1.218696520684701e-11
77857,1.470980000000000e-05,4.388911111111103e-06,4.329333333333328e-06,1.300337103673227e-05,1.218696520684701e-11
77889,1.470980000000000e-05,4.413288888888885e-06,4.315500000000000e-06,1.300337103673227e-05,1.218696520684701e-11
77921,1.470980000000000e-05,4.396955555555543e-06,4.323477777777775e-06,1.300337103673227e-05,1.218696520684701e-11
77953,1.470980000000000e-05,4.409122222222216e-06,4.319644444444447e-06,1.300337103673227e-05,1.218696520684701e-11
77985,1.470980000000000e-05,4.371388888888881e-06,4.353899999999987e-06,1.300337103673227e-05,1.218696520684701e-11
78017,1.470980000000000e-05,4.383744444444459e-06,4.322088888888894e-06,1.300337103673227e-05,1.218696520684701e-11
78049,1.470980000000000e-05,4.410088888888891e-06,4.364188888888891e-06,1.300337103673227e-05,1.218696520684701e-11
78081,1.470980000000000e-05,4.319255555555555e-06,4.333277777777780e-06,1.300337103673227e-05,1.218696520684701e-11
78113,1.470980000000000e-05,4.409222222222209e-06,4.305122222222212e-06,1.300337103673227e-05,1.218696520684701e-11
78145,1.470980000000000e-05,4.373277777777783e-06,4.351400000000002e-06,1.300337103673227e-05,1.218696520684701e-11
78177,1.470980000000000e-05,4.402077777777779e-06,4.351866666666671e-06,1.300337103673227e-05,1.218696520684701e-11
78209,1.470980000000000e-05,4.317933333333342e-06,4.389655555555557e-06,1.300337103673227e-05,1.218696520684701e-11
78241,1.470980000000000e-05,4.351544444444429e-06,4.352755555555562e-06,1.300337103673227e-05,1.218696520684701e-11
78273,1.470980000000000e-05,4.402222222222235e-06,4.369855555555562e-06,1.300337103673227e-05,1.218696520684701e-11
78305,1.470980000000000e-05,4.391666666666660e-06,4.321455555555550e-06,1.300337103673227e-05,1.218696520684701e-11
78337,1.470980000000000e-05,4.396544444444460e-06,4.310577777777785e-06,1.300337103673227e-05,1.218696520684701e-11
78369,1.470980000000000e-05,4.415344444444434e-06,4.293222222222226e-06,1.300337103673227e-05,1.218696520684701e-11
78401,1.470980000000000e-05,4.378855555555564e-06,4.317577777777775e-06,1.300337103673227e-05,1.218696520684701e-11
78433,1.470980000000000e-05,4.390177777777773e-06,4.300433333333327e-06,1.300337103673227e-05,1.218696520684701e-11
78465,1.470980000000000e-05,4.356777777777767e-06,4.319544444444437e-06,1.300337103673227e-05,1.218696520684701e-11
78497,1.470980000000000e-05,4.377388888888894e-06,4.312377777777784e-06,1.300337103673227e-05,1.218696520684701e-11
78529,1.470980000000000e-05,4.400511111111115e-06,4.293844444444455e-06,1.300337103673227e-05,1.218696520684701e-11
78561,1.470980000000000e-05,4.372844444444456e-06,4.327733333333336e-06,1.300337103673227e-05,1.218696520684701e-11
78593,1.470980000000000e-05,4.376477777777777e-06,4.343422222222226e-06,1.300337103673227e-05,1.218696520684701e-11
78625,1.470980000000000e-05,4.345077777777776e-06,4.346088888888887e-06,1.300337103673227e-05,1.218696520684701e-11
78657,1.470980000000000e-05,4.337866666666664e-06,4.370011111111111e-06,1.300337103673227e-05,1.218696520684701e-11
78689,1.470980000000000e-05,4.449366666666672e-06,4.323899999999997e-06,1.300337103673227e-05,1.218696520684701e-11
78721,1.470980000000000e-05,4.405111111111125e-06,4.344811111111107e-06,1.300337103673227e-05,1.218696520684701e-11
78753,1.470980000000000e-05,4.406022222222216e-06,4.315722222222213e-06,1.300337103673227e-05,1.218696520684701e-11
78785,1.470980000000000e-05,4.396055555555561e-06,4.318222222222234e-06,1.300337103673227e-05,1.218696520684701e-11
78817,1.470980000000000e-05,4.360744444444450e-06,4.321766666666671e-06,1.300337103673227e-05,1.218696520684701e-11
78849,1.470980000000000e-05,4.378800000000006e-06,4.320399999999996e-06,1.300337103673227e-05,1.218696520684701e-11
78881,1.470980000000000e-05,4.402088888888874e-06,4.324088888888889e-06,1.300337103673227e-05,1.218696520684701e-11
78913,1.470980000000000e-05,4.384188888888882e-06,4.334088888888891e-06,1.300337103673227e-05,1.218696520684701e-11
78945,1.470980000000000e-05,4.396677777777780e-06,4.308133333333338e-06,1.300337103673227e-05,1.218696520684701e-11
78977,1.470980000000000e-05,4.414566666666677e-06,4.289755555555558e-06,1.300337103673227e-05,1.218696520684701e-11
79009,1.470980000000000e-05,4.391344444444449e-06,4.331611111111123e-06,1.300337103673227e-05,1.218696520684701e-11
79041,1.470980000000000e-05,4.388522222222211e-06,4.311344444444436e-06,1.300337103673227e-05,1.218696520684701e-11
79073,1.470980000000000e-05,4.447344444444436e-06,4.338311111111119e-06,1.300337103673227e-05,1.218696520684701e-11
79105,1.470980000000000e-05,4.380411111111119e-06,4.352233333333342e-06,1.300337103673227e-05,1.218696520684701e-11
79137,1.470980000000000e-05,4.397344444444448e-06,4.293911111111109e-06,1.300337103673227e-05,1.218696520684701e-11
79169,1.470980000000000e-05,4.399844444444447e-06,4.378933333333328e-06,1.300337103673227e-05,1.218696520684701e-11
79201,1.470980000000000e-05,4.415466666666658e-06,4.339177777777780e-06,1.300337103673227e-05,1.218696520684701e-11
79233,1.470980000000000e-05,4.381944444444428e-06,4.360677777777763e-06,1.300337103673227e-05,1.218696520684701e-11
79265,1.470980000000000e-05,4.417400000000010e-06,4.345822222222225e-06,1.300337103673227e-05,1.218696520684701e-11
79297,1.470980000000000e-05,4.283333333333334e-06,4.314277777777782e-06,1.300337103673227e-05,1.218696520684701e-11
79329,1.470980000000000e-05,4.383866666666657e-06,4.348099999999997e-06,1.300337103673227e-05,1.218696520684701e-11
79361,1.470980000000000e-05,4.400866666666667e-06,4.332522222222207e-06,1.300337103673227e-05,1.218696520684701e-11
79393,1.470980000000000e-05,4.365355555555541e-06,4.342555555555553e-06,1.300337103673227e-05,1.218696520684701e-11
79425,1.470980000000000e-05,4.391922222222232e-06,4.316077777777770e-06,1.300337103673227e-05,1.218696520684701e-11
79457,1.470980000000000e-05,4.383911111111106e-06,4.317033333333337e-06,1.300337103673227e-05,1.218696520684701e-11
79489,1.470980000000000e-05,4.376311111111116e-06,4.320477777777776e-06,1.300337103673227e-05,1.218696520684701e-11
79521,1.470980000000000e-05,4.411100000000003e-06,4.305722222222224e-06,1.300337103673227e-05,1.218696520684701e-11
79553,1.470980000000000e-05,4.396366666666678e-06,4.318722222222236e-06,1.300337103673227e-05,1.218696520684701e-11
79585,1.470980000000000e-05,4.315644444444439e-06,4.361777777777765e-06,1.300337103673227e-05,1.218696520684701e-11
79617,1.470980000000000e-05,4.438766666666676e-06,4.336111111111116e-06,1.300337103673227e-05,1.218696520684701e-11
79649,1.470980000000000e-05,4.451299999999996e-06,4.313299999999996e-06,1.300337103673227e-05,1.218696520684701e-11
79681,1.470980000000000e-05,4.433433333333344e-06,4.344211111111107e-06,1.300337103673227e-05,1.218696520684701e-11
79713,1.470980000000000e-05,4.403288888888890e-06,4.341511111111114e-06,1.300337103673227e-05,1.218696520684701e-11
79745,1.470980000000000e-05,4.357955555555552e-06,4.377400000000001e-06,1.300337103673227e-05,1.218696520684701e-11
