s,L,o_s,o_r,g,G
3293185,1.539810000000000e-05,4.707511111111097e-06,1.548397519333333e-01,1.404071482903282e-05,1.207667585433873e-11
3297281,1.539810000000000e-05,4.585399999999985e-06,1.550569361888889e-01,1.404071482903282e-05,1.207667585433873e-11
3301377,1.539810000000000e-05,4.865855555555575e-06,1.552740472333333e-01,1.404071482903282e-05,1.207667585433873e-11
3305473,1.539810000000000e-05,4.608111111111137e-06,1.554913609222222e-01,1.404071482903282e-05,1.207667585433873e-11
3309569,1.539810000000000e-05,4.694466666666674e-06,1.557087723888889e-01,1.404071482903282e-05,1.207667585433873e-11
3313665,1.539810000000000e-05,5.332888888888855e-06,1.559264117777778e-01,1.404071482903282e-05,1.207667585433873e-11
3317761,1.539810000000000e-05,4.686744444444432e-06,1.561452858666667e-01,1.404071482903282e-05,1.207667585433873e-11
3321857,1.539810000000000e-05,4.947222222222224e-06,1.563629351888889e-01,1.404071482903282e-05,1.207667585433873e-11
3325953,1.539810000000000e-05,5.232488888888879e-06,1.565814205555555e-01,1.404071482903282e-05,1.207667585433873e-11
3330049,1.539810000000000e-05,5.069933333333324e-06,1.568050431222222e-01,1.404071482903282e-05,1.207667585433873e-11
3334145,1.539810000000000e-05,4.620533333333355e-06,1.570249874222222e-01,1.404071482903282e-05,1.207667585433873e-11
3338241,1.539810000000000e-05,4.611233333333327e-06,1.572428853777778e-01,1.404071482903282e-05,1.207667585433873e-11
3342337,1.539810000000000e-05,5.198966666666703e-06,1.574617295666667e-01,1.404071482903282e-05,1.207667585433873e-11
3346433,1.539810000000000e-05,4.558788888888913e-06,1.576799174666667e-01,1.404071482903282e-05,1.207667585433873e-11
3350529,1.539810000000000e-05,4.672411111111081e-06,1.578986760222222e-01,1.404071482903282e-05,1.207667585433873e-11
3354625,1.539810000000000e-05,4.703166666666686e-06,1.581217110333333e-01,1.404071482903282e-05,1.207667585433873e-11
3358721,1.539810000000000e-05,5.297488888888926e-06,1.583407766222222e-01,1.404071482903282e-05,1.207667585433873e-11
3362817,1.539810000000000e-05,5.253144444444455e-06,1.585593956111111e-01,1.404071482903282e-05,1.207667585433873e-11
3366913,1.539810000000000e-05,5.334333333333334e-06,1.587783230777778e-01,1.404071482903282e-05,1.207667585433873e-11
3371009,1.539810000000000e-05,4.736744444444407e-06,1.589987224000000e-01,1.404071482903282e-05,1.207667585433873e-11
3375105,1.539810000000000e-05,4.950211111111135e-06,1.592187427333333e-01,1.404071482903282e-05,1.207667585433873e-11
3379201,1.539810000000000e-05,5.134511111111071e-06,1.594385927444445e-01,1.404071482903282e-05,1.207667585433873e-11
3383297,1.539810000000000e-05,4.561344444444442e-06,1.596587621555556e-01,1.404071482903282e-05,1.207667585433873e-11
3387393,1.539810000000000e-05,4.720688888888881e-06,1.598784830222222e-01,1.404071482903282e-05,1.207667585433873e-11
3391489,1.539810000000000e-05,4.767755555555570e-06,1.600994628555555e-01,1.404071482903282e-05,1.207667585433873e-11
3395585,1.539810000000000e-05,4.221488888888871e-06,1.603281203555555e-01,1.404071482903282e-05,1.207667585433873e-11
3399681,1.539810000000000e-05,4.644133333333298e-06,1.605489329111111e-01,1.404071482903282e-05,1.207667585433873e-11
3403777,1.539810000000000e-05,4.686711111111079e-06,1.607699871333333e-01,1.404071482903282e-05,1.207667585433873e-11
3407873,1.539810000000000e-05,4.816077777777778e-06,1.609904268777778e-01,1.404071482903282e-05,1.207667585433873e-11
3411969,1.539810000000000e-05,5.117744444444442e-06,1.612137240222222e-01,1.404071482903282e-05,1.207667585433873e-11
3416065,1.539810000000000e-05,4.783655555555598e-06,1.614349304444445e-01,1.404071482903282e-05,1.207667585433873e-11
3420161,1.539810000000000e-05,3.955411111111095e-06,1.616576195555556e-01,1.404071482903282e-05,1.207667585433873e-11
3424257,1.539810000000000e-05,5.900722222222220e-06,1.618802392000000e-01,1.404071482903282e-05,1.207667585433873e-11
3428353,1.539810000000000e-05,4.665633333333311e-06,1.621014998777778e-01,1.404071482903282e-05,1.207667585433873e-11
3432449,1.539810000000000e-05,4.880722222222234e-06,1.623224738333333e-01,1.404071482903282e-05,1.207667585433873e-11
3436545,1.539810000000000e-05,4.726244444444458e-06,1.625443944222222e-01,1.404071482903282e-05,1.207667585433873e-11
3440641,1.539810000000000e-05,4.756688888888906e-06,1.627668515111111e-01,1.404071482903282e-05,1.207667585433873e-11
3444737,1.539810000000000e-05,4.750222222222239e-06,1.629880110777778e-01,1.404071482903282e-05,1.207667585433873e-11
3448833,1.539810000000000e-05,4.638477777777796e-06,1.632089578111111e-01,1.404071482903282e-05,1.207667585433873e-11
3452929,1.539810000000000e-05,4.842466666666673e-06,1.634298348666667e-01,1.404071482903282e-05,1.207667585433873e-11
3457025,1.539810000000000e-05,5.039644444444427e-06,1.636506842000000e-01,1.404071482903282e-05,1.207667585433873e-11
3461121,1.539810000000000e-05,4.669866666666661e-06,1.638728287777778e-01,1.404071482903282e-05,1.207667585433873e-11
3465217,1.539810000000000e-05,4.678533333333346e-06,1.640940689111111e-01,1.404071482903282e-05,1.207667585433873e-11
3469313,1.539810000000000e-05,4.227933333333320e-06,1.643152248111111e-01,1.404071482903282e-05,1.207667585433873e-11
3473409,1.539810000000000e-05,4.681100000000012e-06,1.645372979222222e-01,1.404071482903282e-05,1.207667585433873e-11
3477505,1.539810000000000e-05,4.698233333333315e-06,1.647586914555556e-01,1.404071482903282e-05,1.207667585433873e-11
3481601,1.539810000000000e-05,5.006277777777802e-06,1.649801527222222e-01,1.404071482903282e-05,1.207667585433873e-11
3485697,1.539810000000000e-05,4.691155555555551e-06,1.652022514666667e-01,1.404071482903282e-05,1.207667585433873e-11
3489793,1.539810000000000e-05,4.746133333333305e-06,1.654236336555556e-01,1.404071482903282e-05,1.207667585433873e-11
3493889,1.539810000000000e-05,5.703755555555562e-06,1.656471575666667e-01,1.404071482903282e-05,1.207667585433873e-11
3497985,1.539810000000000e-05,4.603722222222263e-06,1.658697399333333e-01,1.404071482903282e-05,1.207667585433873e-11
3502081,1.539810000000000e-05,5.892822222222237e-06,1.660918506111111e-01,1.404071482903282e-05,1.207667585433873e-11
3506177,1.539810000000000e-05,5.030144444444467e-06,1.663139878111111e-01,1.404071482903282e-05,1.207667585433873e-11
3510273,1.539810000000000e-05,4.700433333333306e-06,1.665365022333333e-01,1.404071482903282e-05,1.207667585433873e-11
3514369,1.539810000000000e-05,4.665433333333297e-06,1.667610682777778e-01,1.404071482903282e-05,1.207667585433873e-11
3518465,1.539810000000000e-05,5.235544444444416e-06,1.669843685111111e-01,1.404071482903282e-05,1.207667585433873e-11
3522561,1.539810000000000e-05,4.748277777777779e-06,1.672075046000000e-01,1.404071482903282e-05,1.207667585433873e-11
3526657,1.539810000000000e-05,5.780588888888895e-06,1.674306231444445e-01,1.404071482903282e-05,1.207667585433873e-11
3530753,1.539810000000000e-05,4.583999999999995e-06,1.676546539777778e-01,1.404071482903282e-05,1.207667585433873e-11
3534849,1.539810000000000e-05,4.680188888888867e-06,1.678798683111111e-01,1.404071482903282e-05,1.207667585433873e-11
3538945,1.539810000000000e-05,5.070166666666664e-06,1.681157293444444e-01,1.404071482903282e-05,1.207667585433873e-11
3543041,1.539810000000000e-05,4.813500000000004e-06,1.683425051000000e-01,1.404071482903282e-05,1.207667585433873e-11
3547137,1.539810000000000e-05,4.785266666666683e-06,1.685672015000000e-01,1.404071482903282e-05,1.207667585433873e-11
3551233,1.539810000000000e-05,4.691899999999981e-06,1.687915229111111e-01,1.404071482903282e-05,1.207667585433873e-11
3555329,1.539810000000000e-05,4.368522222222235e-06,1.690168239888889e-01,1.404071482903282e-05,1.207667585433873e-11
3559425,1.539810000000000e-05,4.711033333333370e-06,1.692418227000000e-01,1.404071482903282e-05,1.207667585433873e-11
3563521,1.539810000000000e-05,5.052288888888877e-06,1.694674846444444e-01,1.404071482903282e-05,1.207667585433873e-11
3567617,1.539810000000000e-05,5.105211111111136e-06,1.696923358111111e-01,1.404071482903282e-05,1.207667585433873e-11
3571713,1.539810000000000e-05,5.444844444444448e-06,1.699272813111111e-01,1.404071482903282e-05,1.207667585433873e-11
3575809,1.539810000000000e-05,4.587022222222233e-06,1.701538424777778e-01,1.404071482903282e-05,1.207667585433873e-11
3579905,1.539810000000000e-05,4.667933333333310e-06,1.703790661888889e-01,1.404071482903282e-05,1.207667585433873e-11
3584001,1.539810000000000e-05,5.058922222222231e-06,1.706050274666667e-01,1.404071482903282e-05,1.207667585433873e-11
3588097,1.539810000000000e-05,5.412944444444466e-06,1.708309740333333e-01,1.404071482903282e-05,1.207667585433873e-11
3592193,1.539810000000000e-05,4.677633333333338e-06,1.710561811222222e-01,1.404071482903282e-05,1.207667585433873e-11
3596289,1.539810000000000e-05,5.360755555555556e-06,1.712821955666667e-01,1.404071482903282e-05,1.207667585433873e-11
3600385,1.539810000000000e-05,5.502155555555581e-06,1.715174543333333e-01,1.404071482903282e-05,1.207667585433873e-11
3604481,1.539810000000000e-05,4.640811111111120e-06,1.717450154777778e-01,1.404071482903282e-05,1.207667585433873e-11
3608577,1.539810000000000e-05,4.896088888888900e-06,1.719721624333334e-01,1.404071482903282e-05,1.207667585433873e-11
3612673,1.539810000000000e-05,4.573788888888878e-06,1.721981423222222e-01,1.404071482903282e-05,1.207667585433873e-11
3616769,1.539810000000000e-05,5.231911111111136e-06,1.724246426777778e-01,1.404071482903282e-05,1.207667585433873e-11
3620865,1.539810000000000e-05,5.563911111111105e-06,1.726523431555556e-01,1.404071482903282e-05,1.207667585433873e-11
3624961,1.539810000000000e-05,4.123555555555580e-06,1.728789150555555e-01,1.404071482903282e-05,1.207667585433873e-11
3629057,1.539810000000000e-05,4.829199999999991e-06,1.731062581444444e-01,1.404071482903282e-05,1.207667585433873e-11
3633153,1.539810000000000e-05,4.498555555555549e-06,1.733346084666667e-01,1.404071482903282e-05,1.207667585433873e-11
3637249,1.539810000000000e-05,5.108688888888892e-06,1.735612885888889e-01,1.404071482903282e-05,1.207667585433873e-11
3641345,1.539810000000000e-05,4.782233333333337e-06,1.737887587111111e-01,1.404071482903282e-05,1.207667585433873e-11
3645441,1.539810000000000e-05,4.857144444444427e-06,1.740168158222222e-01,1.404071482903282e-05,1.207667585433873e-11
3649537,1.539810000000000e-05,5.965333333333349e-06,1.742447545333333e-01,1.404071482903282e-05,1.207667585433873e-11
3653633,1.539810000000000e-05,4.750344444444436e-06,1.744724116222222e-01,1.404071482903282e-05,1.207667585433873e-11
3657729,1.539810000000000e-05,4.772244444444478e-06,1.747014455333333e-01,1.404071482903282e-05,1.207667585433873e-11
3661825,1.539810000000000e-05,4.077699999999949e-06,1.749393407555556e-01,1.404071482903282e-05,1.207667585433873e-11
3665921,1.539810000000000e-05,5.055066666666665e-06,1.751674386333334e-01,1.404071482903282e-05,1.207667585433873e-11
3670017,1.539810000000000e-05,4.634333333333317e-06,1.753975050111111e-01,1.404071482903282e-05,1.207667585433873e-11
3674113,1.539810000000000e-05,4.818166666666681e-06,1.756265779111111e-01,1.404071482903282e-05,1.207667585433873e-11
3678209,1.539810000000000e-05,4.686566666666663e-06,1.758561693555555e-01,1.404071482903282e-05,1.207667585433873e-11
3682305,1.539810000000000e-05,4.653533333333359e-06,1.760855874000000e-01,1.404071482903282e-05,1.207667585433873e-11
3686401,1.539810000000000e-05,5.019577777777757e-06,1.763153582888889e-01,1.404071482903282e-05,1.207667585433873e-11
3690497,1.539810000000000e-05,4.661688888888901e-06,1.765456348777778e-01,1.404071482903282e-05,1.207667585433873e-11
3694593,1.539810000000000e-05,4.686944444444446e-06,1.767768997000000e-01,1.404071482903282e-05,1.207667585433873e-11
3698689,1.539810000000000e-05,4.610344444444455e-06,1.770059995777778e-01,1.404071482903282e-05,1.207667585433873e-11
3702785,1.539810000000000e-05,4.758188888888875e-06,1.772354973222222e-01,1.404071482903282e-05,1.207667585433873e-11
3706881,1.539810000000000e-05,4.701955555555548e-06,1.774653659000000e-01,1.404071482903282e-05,1.207667585433873e-11
3710977,1.539810000000000e-05,4.736977777777801e-06,1.776944521333333e-01,1.404071482903282e-05,1.207667585433873e-11
3715073,1.539810000000000e-05,4.620577777777790e-06,1.779288703777778e-01,1.404071482903282e-05,1.207667585433873e-11
3719169,1.539810000000000e-05,4.710177777777797e-06,1.781590822444444e-01,1.404071482903282e-05,1.207667585433873e-11
3723265,1.539810000000000e-05,4.714088888888880e-06,1.783890157777778e-01,1.404071482903282e-05,1.207667585433873e-11
3727361,1.539810000000000e-05,4.853311111111132e-06,1.786193299111111e-01,1.404071482903282e-05,1.207667585433873e-11
3731457,1.539810000000000e-05,4.820800000000000e-06,1.788506271222222e-01,1.404071482903282e-05,1.207667585433873e-11
3735553,1.539810000000000e-05,4.783988888888891e-06,1.790807990555555e-01,1.404071482903282e-05,1.207667585433873e-11
3739649,1.539810000000000e-05,4.796999999999988e-06,1.793112330888889e-01,1.404071482903282e-05,1.207667585433873e-11
3743745,1.539810000000000e-05,5.308522222222236e-06,1.795415121000000e-01,1.404071482903282e-05,1.207667585433873e-11
3747841,1.539810000000000e-05,5.184355555555548e-06,1.797721971222222e-01,1.404071482903282e-05,1.207667585433873e-11
3751937,1.539810000000000e-05,5.221200000000010e-06,1.800128095555555e-01,1.404071482903282e-05,1.207667585433873e-11
3756033,1.539810000000000e-05,4.586444444444436e-06,1.802442697888889e-01,1.404071482903282e-05,1.207667585433873e-11
3760129,1.539810000000000e-05,4.796577777777769e-06,1.804749471666666e-01,1.404071482903282e-05,1.207667585433873e-11
3764225,1.539810000000000e-05,4.689966666666657e-06,1.807057229444445e-01,1.404071482903282e-05,1.207667585433873e-11
3768321,1.539810000000000e-05,5.208733333333357e-06,1.809368155444444e-01,1.404071482903282e-05,1.207667585433873e-11
3772417,1.539810000000000e-05,4.554377777777767e-06,1.811678062555556e-01,1.404071482903282e-05,1.207667585433873e-11
3776513,1.539810000000000e-05,4.604611111111109e-06,1.814002093111111e-01,1.404071482903282e-05,1.207667585433873e-11
3780609,1.539810000000000e-05,4.907255555555544e-06,1.816328835555556e-01,1.404071482903282e-05,1.207667585433873e-11
3784705,1.539810000000000e-05,5.029188888888860e-06,1.818658800666667e-01,1.404071482903282e-05,1.207667585433873e-11
3788801,1.539810000000000e-05,5.632633333333358e-06,1.820978892222222e-01,1.404071482903282e-05,1.207667585433873e-11
3792897,1.539810000000000e-05,4.593055555555546e-06,1.823295824555556e-01,1.404071482903282e-05,1.207667585433873e-11
3796993,1.539810000000000e-05,4.711588888888841e-06,1.825649592555555e-01,1.404071482903282e-05,1.207667585433873e-11
3801089,1.539810000000000e-05,4.698011111111110e-06,1.827967242888889e-01,1.404071482903282e-05,1.207667585433873e-11
3805185,1.539810000000000e-05,8.951911111111107e-06,1.830388232333333e-01,1.404071482903282e-05,1.207667585433873e-11
3809281,1.539810000000000e-05,5.013366666666621e-06,1.832705641666666e-01,1.404071482903282e-05,1.207667585433873e-11
3813377,1.539810000000000e-05,4.692922222222188e-06,1.835037537666667e-01,1.404071482903282e-05,1.207667585433873e-11
3817473,1.539810000000000e-05,5.049277777777748e-06,1.837359501111111e-01,1.404071482903282e-05,1.207667585433873e-11
3821569,1.539810000000000e-05,4.908677777777778e-06,1.839684668444445e-01,1.404071482903282e-05,1.207667585433873e-11
3825665,1.539810000000000e-05,4.703344444444482e-06,1.842107320000000e-01,1.404071482903282e-05,1.207667585433873e-11
3829761,1.539810000000000e-05,5.360433333333371e-06,1.844443684222222e-01,1.404071482903282e-05,1.207667585433873e-11
3833857,1.539810000000000e-05,4.720444444444405e-06,1.846770995888889e-01,1.404071482903282e-05,1.207667585433873e-11
3837953,1.539810000000000e-05,4.522366666666642e-06,1.849114440555556e-01,1.404071482903282e-05,1.207667585433873e-11
3842049,1.539810000000000e-05,5.216222222222258e-06,1.851450274111111e-01,1.404071482903282e-05,1.207667585433873e-11
3846145,1.539810000000000e-05,4.630700000000010e-06,1.853789430333334e-01,1.404071482903282e-05,1.207667585433873e-11
3850241,1.539810000000000e-05,5.200177777777787e-06,1.856137067333333e-01,1.404071482903282e-05,1.207667585433873e-11
3854337,1.539810000000000e-05,4.606755555555556e-06,1.858477033888889e-01,1.404071482903282e-05,1.207667585433873e-11
3858433,1.539810000000000e-05,4.680511111111106e-06,1.860813262111111e-01,1.404071482903282e-05,1.207667585433873e-11
3862529,1.539810000000000e-05,4.636077777777736e-06,1.863149824000000e-01,1.404071482903282e-05,1.207667585433873e-11
3866625,1.539810000000000e-05,4.662311111111107e-06,1.865488903777778e-01,1.404071482903282e-05,1.207667585433873e-11
3870721,1.539810000000000e-05,4.770611111111120e-06,1.867839426777778e-01,1.404071482903282e-05,1.207667585433873e-11
3874817,1.539810000000000e-05,4.700277777777755e-06,1.870193518888889e-01,1.404071482903282e-05,1.207667585433873e-11
3878913,1.539810000000000e-05,4.894755555555591e-06,1.872541730111111e-01,1.404071482903282e-05,1.207667585433873e-11
3883009,1.539810000000000e-05,4.721788888888931e-06,1.874907158333333e-01,1.404071482903282e-05,1.207667585433873e-11
3887105,1.539810000000000e-05,4.780966666666654e-06,1.877265714000000e-01,1.404071482903282e-05,1.207667585433873e-11
3891201,1.539810000000000e-05,5.035322222222234e-06,1.879612274222222e-01,1.404071482903282e-05,1.207667585433873e-11
3895297,1.539810000000000e-05,4.765100000000033e-06,1.881970844888889e-01,1.404071482903282e-05,1.207667585433873e-11
3899393,1.539810000000000e-05,5.369811111111133e-06,1.884325392777778e-01,1.404071482903282e-05,1.207667585433873e-11
3903489,1.539810000000000e-05,5.362777777777778e-06,1.886674519888889e-01,1.404071482903282e-05,1.207667585433873e-11
3907585,1.539810000000000e-05,4.825277777777799e-06,1.889041775666667e-01,1.404071482903282e-05,1.207667585433873e-11
3911681,1.539810000000000e-05,4.681088888888876e-06,1.891405738333333e-01,1.404071482903282e-05,1.207667585433873e-11
3915777,1.539810000000000e-05,4.635433333333313e-06,1.893814558777778e-01,1.404071482903282e-05,1.207667585433873e-11
3919873,1.539810000000000e-05,4.991111111111123e-06,1.896178836222222e-01,1.404071482903282e-05,1.207667585433873e-11
3923969,1.539810000000000e-05,4.602533333333342e-06,1.898568466444444e-01,1.404071482903282e-05,1.207667585433873e-11
3928065,1.539810000000000e-05,4.787522222222192e-06,1.900961711333334e-01,1.404071482903282e-05,1.207667585433873e-11
3932161,1.539810000000000e-05,5.241522222222212e-06,1.903342467222222e-01,1.404071482903282e-05,1.207667585433873e-11
3936257,1.539810000000000e-05,4.393522222222168e-06,1.905715214333333e-01,1.404071482903282e-05,1.207667585433873e-11
3940353,1.539810000000000e-05,4.972077777777768e-06,1.908089517222222e-01,1.404071482903282e-05,1.207667585433873e-11
3944449,1.539810000000000e-05,4.962611111111135e-06,1.910473461666667e-01,1.404071482903282e-05,1.207667585433873e-11
3948545,1.539810000000000e-05,4.357133333333306e-06,1.912853383111111e-01,1.404071482903282e-05,1.207667585433873e-11
3952641,1.539810000000000e-05,4.796911111111144e-06,1.915223526888889e-01,1.404071482903282e-05,1.207667585433873e-11
3956737,1.539810000000000e-05,4.557533333333311e-06,1.917594913222222e-01,1.404071482903282e-05,1.207667585433873e-11
3960833,1.539810000000000e-05,5.051144444444418e-06,1.919967772222222e-01,1.404071482903282e-05,1.207667585433873e-11
3964929,1.539810000000000e-05,4.975566666666660e-06,1.922359002555556e-01,1.404071482903282e-05,1.207667585433873e-11
3969025,1.539810000000000e-05,5.945333333333332e-06,1.924732227333333e-01,1.404071482903282e-05,1.207667585433873e-11
3973121,1.539810000000000e-05,4.729566666666690e-06,1.927100326111111e-01,1.404071482903282e-05,1.207667585433873e-11
3977217,1.539810000000000e-05,4.643555555555528e-06,1.929477333666667e-01,1.404071482903282e-05,1.207667585433873e-11
3981313,1.539810000000000e-05,4.564222222222183e-06,1.931852960333333e-01,1.404071482903282e-05,1.207667585433873e-11
3985409,1.539810000000000e-05,5.775866666666673e-06,1.934244853111111e-01,1.404071482903282e-05,1.207667585433873e-11
3989505,1.539810000000000e-05,4.836444444444415e-06,1.936621786444445e-01,1.404071482903282e-05,1.207667585433873e-11
3993601,1.539810000000000e-05,5.466511111111095e-06,1.939004048777778e-01,1.404071482903282e-05,1.207667585433873e-11
3997697,1.539810000000000e-05,4.805433333333333e-06,1.941388709555555e-01,1.404071482903282e-05,1.207667585433873e-11
4001793,1.539810000000000e-05,4.046788888888901e-06,1.943767859000000e-01,1.404071482903282e-05,1.207667585433873e-11
4005889,1.539810000000000e-05,5.812377777777761e-06,1.946156674888889e-01,1.404071482903282e-05,1.207667585433873e-11
4009985,1.539810000000000e-05,4.670433333333349e-06,1.948548004666667e-01,1.404071482903282e-05,1.207667585433873e-11
4014081,1.539810000000000e-05,5.245222222222226e-06,1.950938254666666e-01,1.404071482903282e-05,1.207667585433873e-11
4018177,1.539810000000000e-05,4.505244444444421e-06,1.953329820444444e-01,1.404071482903282e-05,1.207667585433873e-11
4022273,1.539810000000000e-05,5.042477777777787e-06,1.955728613888889e-01,1.404071482903282e-05,1.207667585433873e-11
4026369,1.539810000000000e-05,5.213522222222231e-06,1.958124344888889e-01,1.404071482903282e-05,1.207667585433873e-11
4030465,1.539810000000000e-05,5.208722222222248e-06,1.960513741555555e-01,1.404071482903282e-05,1.207667585433873e-11
4034561,1.539810000000000e-05,5.144144444444419e-06,1.962910715444444e-01,1.404071482903282e-05,1.207667585433873e-11
4038657,1.539810000000000e-05,5.169822222222237e-06,1.965311715888889e-01,1.404071482903282e-05,1.207667585433873e-11
4042753,1.539810000000000e-05,4.910133333333366e-06,1.967737163111111e-01,1.404071482903282e-05,1.207667585433873e-11
4046849,1.539810000000000e-05,4.791611111111099e-06,1.970147215888889e-01,1.404071482903282e-05,1.207667585433873e-11
4050945,1.539810000000000e-05,4.654611111111083e-06,1.972550948000000e-01,1.404071482903282e-05,1.207667585433873e-11
4055041,1.539810000000000e-05,5.508777777777773e-06,1.974952886888889e-01,1.404071482903282e-05,1.207667585433873e-11
4059137,1.539810000000000e-05,4.605155555555552e-06,1.977368320444444e-01,1.404071482903282e-05,1.207667585433873e-11
4063233,1.539810000000000e-05,4.769533333333343e-06,1.979777287444444e-01,1.404071482903282e-05,1.207667585433873e-11
4067329,1.539810000000000e-05,4.800544444444479e-06,1.982184469666667e-01,1.404071482903282e-05,1.207667585433873e-11
4071425,1.539810000000000e-05,4.833266666666626e-06,1.984594369666667e-01,1.404071482903282e-05,1.207667585433873e-11
4075521,1.539810000000000e-05,5.277433333333338e-06,1.987007027000000e-01,1.404071482903282e-05,1.207667585433873e-11
4079617,1.539810000000000e-05,4.799811111111103e-06,1.989418051444445e-01,1.404071482903282e-05,1.207667585433873e-11
4083713,1.539810000000000e-05,4.699533333333325e-06,1.991828346888889e-01,1.404071482903282e-05,1.207667585433873e-11
4087809,1.539810000000000e-05,5.488544444444442e-06,1.994237253000000e-01,1.404071482903282e-05,1.207667585433873e-11
4091905,1.539810000000000e-05,5.071166666666680e-06,1.996660560777778e-01,1.404071482903282e-05,1.207667585433873e-11
4096001,1.539810000000000e-05,4.817122222222203e-06,1.999074349777778e-01,1.404071482903282e-05,1.207667585433873e-11
4100097,1.539810000000000e-05,4.936511111111098e-06,2.001488117333333e-01,1.404071482903282e-05,1.207667585433873e-11
4104193,1.539810000000000e-05,4.897322222222175e-06,2.003903705555556e-01,1.404071482903282e-05,1.207667585433873e-11
4108289,1.539810000000000e-05,4.796277777777776e-06,2.006348610444444e-01,1.404071482903282e-05,1.207667585433873e-11
4112385,1.539810000000000e-05,5.233022222222213e-06,2.008769225888889e-01,1.404071482903282e-05,1.207667585433873e-11
4116481,1.539810000000000e-05,5.060211111111132e-06,2.011198376333333e-01,1.404071482903282e-05,1.207667585433873e-11
4120577,1.539810000000000e-05,5.000322222222252e-06,2.013622605666666e-01,1.404071482903282e-05,1.207667585433873e-11
4124673,1.539810000000000e-05,4.748111111111119e-06,2.016049124666667e-01,1.404071482903282e-05,1.207667585433873e-11
4128769,1.539810000000000e-05,4.719900000000016e-06,2.018469415555556e-01,1.404071482903282e-05,1.207667585433873e-11
4132865,1.539810000000000e-05,4.991333333333327e-06,2.020904401111111e-01,1.404071482903282e-05,1.207667585433873e-11
4136961,1.539810000000000e-05,4.418188888888889e-06,2.023330356777778e-01,1.404071482903282e-05,1.207667585433873e-11
4141057,1.539810000000000e-05,4.790177777777783e-06,2.025762473111111e-01,1.404071482903282e-05,1.207667585433873e-11
4145153,1.539810000000000e-05,5.218177777777772e-06,2.028201530333333e-01,1.404071482903282e-05,1.207667585433873e-11
4149249,1.539810000000000e-05,4.940099999999970e-06,2.030629743000000e-01,1.404071482903282e-05,1.207667585433873e-11
4153345,1.539810000000000e-05,5.164533333333355e-06,2.033073610111111e-01,1.404071482903282e-05,1.207667585433873e-11
4157441,1.539810000000000e-05,5.212366666666637e-06,2.035516275111111e-01,1.404071482903282e-05,1.207667585433873e-11
4161537,1.539810000000000e-05,4.893233333333322e-06,2.037946425888889e-01,1.404071482903282e-05,1.207667585433873e-11
4165633,1.539810000000000e-05,4.869277777777787e-06,2.040401907333333e-01,1.404071482903282e-05,1.207667585433873e-11
4169729,1.539810000000000e-05,4.806700000000016e-06,2.042838951333333e-01,1.404071482903282e-05,1.207667585433873e-11
4173825,1.539810000000000e-05,5.026900000000025e-06,2.045278692777778e-01,1.404071482903282e-05,1.207667585433873e-11
4177921,1.539810000000000e-05,4.758811111111108e-06,2.047734719777778e-01,1.404071482903282e-05,1.207667585433873e-11
4182017,1.539810000000000e-05,5.774999999999964e-06,2.050179852666667e-01,1.404071482903282e-05,1.207667585433873e-11
4186113,1.539810000000000e-05,5.126499999999999e-06,2.052633393666667e-01,1.404071482903282e-05,1.207667585433873e-11
4190209,1.539810000000000e-05,5.377844444444450e-06,2.055093437333333e-01,1.404071482903282e-05,1.207667585433873e-11
4194305,1.539810000000000e-05,4.746533333333306e-06,2.057571909888889e-01,1.404071482903282e-05,1.207667585433873e-11
4198401,1.539810000000000e-05,4.755988888888911e-06,2.060103547777778e-01,1.404071482903282e-05,1.207667585433873e-11
4202497,1.539810000000000e-05,5.098199999999998e-06,2.062635801777778e-01,1.404071482903282e-05,1.207667585433873e-11
4206593,1.539810000000000e-05,5.275377777777762e-06,2.065163692777778e-01,1.404071482903282e-05,1.207667585433873e-11
4210689,1.539810000000000e-05,4.773311111111120e-06,2.067703384222222e-01,1.404071482903282e-05,1.207667585433873e-11
4214785,1.539810000000000e-05,4.961744444444453e-06,2.070250186666667e-01,1.404071482903282e-05,1.207667585433873e-11
4218881,1.539810000000000e-05,4.629977777777770e-06,2.072789759222222e-01,1.404071482903282e-05,1.207667585433873e-11
4222977,1.539810000000000e-05,4.776644444444433e-06,2.075329205666667e-01,1.404071482903282e-05,1.207667585433873e-11
4227073,1.539810000000000e-05,5.196022222222227e-06,2.077868518111111e-01,1.404071482903282e-05,1.207667585433873e-11
4231169,1.539810000000000e-05,5.468399999999983e-06,2.080400281777778e-01,1.404071482903282e-05,1.207667585433873e-11
4235265,1.539810000000000e-05,4.332433333333312e-06,2.082936217333333e-01,1.404071482903282e-05,1.207667585433873e-11
4239361,1.539810000000000e-05,5.049355555555510e-06,2.085474406222222e-01,1.404071482903282e-05,1.207667585433873e-11
4243457,1.539810000000000e-05,4.731799999999954e-06,2.088015511777778e-01,1.404071482903282e-05,1.207667585433873e-11
4247553,1.539810000000000e-05,4.692833333333371e-06,2.090548288777778e-01,1.404071482903282e-05,1.207667585433873e-11
4251649,1.539810000000000e-05,4.978377777777802e-06,2.093077657222222e-01,1.404071482903282e-05,1.207667585433873e-11
4255745,1.539810000000000e-05,5.245255555555526e-06,2.095610534666667e-01,1.404071482903282e-05,1.207667585433873e-11
4259841,1.539810000000000e-05,4.796955555555580e-06,2.098155124666667e-01,1.404071482903282e-05,1.207667585433873e-11
